Pasal,Isi,Bab,Bagian
Pasal 741,"Bila pada waktu mengikatkan atau memperjanjikan sepersepuluh tidak tegas-tegas ditentukan hasil jenis apakah dan seberapa bagiankah yang dikenakan beban, maka itu harus diartikan sepersepuluh dari hasil tersebut, yang menurut kebiasaan setempat tunduk pada hukum sepersepuluhan  atau harus diartikan sebagai pembayaran dalam bentuk uang sebagai pengganti dari pembayaran sepersepuluhan dalam bentuk hasilnya, menurut kebiasaan setempat.",Bunga Tanah Dan Sepersepuluh,Tidak Terdapat Dalam Bagian
Pasal 742,"Tidak ada sesuatu pun yang harus dibayar, bila tanahnya selalu tandus, tidak ditanami atau digunakan untuk menanam sesuatu yang hasilnya tidak tunduk pada beban utang.",Bunga Tanah Dan Sepersepuluh,Tidak Terdapat Dalam Bagian
Pasal 743,"Demikan pula tidak ada yang harus diserahkan, bila tanaman gandum dipotong sebelum waktunya.",Bunga Tanah Dan Sepersepuluh,Tidak Terdapat Dalam Bagian
Pasal 744,"Mereka yang memikul beban utang menurut Pasal 740 dan berikutnya, pada waktu menuai hasil tanah, wajib mengaturnya secara berjajar dalam tumpukan atau kumpulan yang sama besarnya. Tumpukan-tumpukan atau kumpulan-kumpulan itu dibuat tanpa dipilih-pilih Iebih dulu dan seiring dengan waktu pengambilannya.",Bunga Tanah Dan Sepersepuluh,Tidak Terdapat Dalam Bagian
Pasal 745,Mereka wajib membiarkan tumpukan-tumpukan dan kumpulan-kumpulan itu di ladangnya selama dua puluh empat jam setelah diberitahukannya kepada yang berhak menerima sepersepuluhan menurut kebiasaan setempat.,Bunga Tanah Dan Sepersepuluh,Tidak Terdapat Dalam Bagian
Pasal 746,"Selama itu, mereka yang berhak atas sepersepuluhan boleh menunjuk tumpukan dan kumpulan yang dikehendakinya dan ia boleh menghitungnya mulai dari yang disukainya tetapi selanjutnya harus mengindahkan urutan tumpukan dan kumpulan tersebut.",Bunga Tanah Dan Sepersepuluh,Tidak Terdapat Dalam Bagian
Pasal 747,Bila yang berhak menerima itu lalai menunjuk maka yang mempunyai beban utang berhak menunjuk sendiri bagiannya dan menyediakan tumpukan dan kumpulan bagi yang berhak menerimanya.,Bunga Tanah Dan Sepersepuluh,Tidak Terdapat Dalam Bagian
Pasal 748,"Yang mempunyai beban utang yang menyangkut hasil tanpa memenuhi kewajiban tersebut di atas, harus membayar dua kali lipat dari utangnya.",Bunga Tanah Dan Sepersepuluh,Tidak Terdapat Dalam Bagian
Pasal 749,"Bila beban utang diikatkan pada anak-anak hewan atau sarang-sarang lebah, maka yang berutang boleh menyerahkan bagiannya kepada yang berhak atau membayar harganya dengan uang, dihitung menurut harga tertinggi selama enam minggu sejak pembayaran utang tersebut bisa dituntut.",Bunga Tanah Dan Sepersepuluh,Tidak Terdapat Dalam Bagian
Pasal 750,"Beban utang yang telah dapat ditagih tetapi belum dilunasi, yang diatur dari Pasal 740 dan berikutnya, lewat waktu setelah lewat satu tahun, terhitung mulai hari pembayaran itu sedianya dapat dituntut. Beban utang bunga tanah lainnya lewat waktu setelah lewat lima tahun.",Bunga Tanah Dan Sepersepuluh,Tidak Terdapat Dalam Bagian
Pasal 751,"Bunga tanah, demikian pula sepersepuluhan dan beban utang lainnya yang terdiri dari sebagian hasil dalam perbandingan tertentu, senantiasa boleh ditebus, sekalipun tegas-tegas diperjanjikan sebaliknya. Akan tetapi pihak-pihak yang bersangkutan boleh menentukan syarat-",Bunga Tanah Dan Sepersepuluh,Tidak Terdapat Dalam Bagian
Pasal 752,"Bila jumlah uang tebusan untuk bunga tanah, sepersepuluhan atau beban utang dalam perbandingan lain tidak ditentukan sewaktu pembebanan, dan juga tidak diadakan persetujuan tentang penebusan, maka jumlah uang tebusan harus diatur dengan cara berikut: Dalam hal bunga tanah harus berbentuk uang, maka sudah cukup beban utang itu ditebus dengan dua puluh kali lipat dari jumlah bunga tanah itu.; Bila beban utang yang harus dibayar tidak boleh dilunasi dengan uang, melainkan harus dengan hasil tanah, maka tebusan harus dua puluh kali harga hasil tahunan, dihitung menurut harga rata-rata di pasar setempat selama sepuluh tahun terakhir, dan bila cara demikian tidak bisa dilaksanakan, tebusan harus ditentukan oleh ahli-ahli yang ditunjuk oleh pihak-pihak yang bersangkutan atau diangkat oleh Hakim.; Dalam hal sepersepuluhan dan bayaran tahunan dalam perbandingan lain, yang harus dibayarkan, ukuran jumlah hasil tahunan ialah hasil bersih dalam waktu lima belas tahun, pukul rata setelah dikurangi dengan hasil selama dua tahun yang teramat menguntungkan dan dikurangi dengan hasil selama dua tahun yang teramat merugikan; Hasil lima jelas tahun tersebut, dengan pengurangan seperti di atas, membuktikan hasil setahun, dan bila tidak ada pembayaran semacam itu, harus diikuti peraturan biasa tentang penilaian seperti telah diuraikan di atas.",Bunga Tanah Dan Sepersepuluh,Tidak Terdapat Dalam Bagian
Pasal 753,"Jika selama lima belas tahun terakhir tanah yang bersangkutan tidak menghasilkan sesuatu, yang tunduk pada sepersepuluhan dan bayaran tahunan dalam perbandingan lain, maka jumlah uang tebusan harus ditentukan oleh Hakim setelah mendengar para ahli.",Bunga Tanah Dan Sepersepuluh,Tidak Terdapat Dalam Bagian
Pasal 754,"Hak bunga tanah dan beban utang lainnya yang diatur dalam bab ini hilang: Karena percampuran, bila bunga tanah atau beban utang dan hak milik atas tanah jatuh ke tangan satu orang;karena persetujuan pihak-pihak bersangkutan; karena penebusan dengan cara seperti diuraikan di atas; karena lewat waktu, bila yang berhak menerima bunga tanah atau beban utang telah melewatkan tiga puluh tahun tanpa menggunakan hak tersebut; karena musnahnya tanah. Akan tetapi, hak itu tidak hilang karena banjir, pengedukan atau pemindahan tanah, bila tanah itu kemudian menjadi kering karena alam atau pekerjaan orang.",Bunga Tanah Dan Sepersepuluh,Tidak Terdapat Dalam Bagian
Pasal 755,"Ketentuan-ketentuan dalam bab ini hanya berlaku terhadap bunga tanah, sepersepuluhan dan beban utang lainnya, yang diikatkan atau diperjanjikan setelah berlakunya kitab undang-undang ini. Karena itu ketentuan-ketentuan ini tidak dimaksudkan untuk menghidupkan kembali sepersepuluhan atau beban utang lainnya yang telah dihapuskan oleh undang-undang dan",Bunga Tanah Dan Sepersepuluh,Tidak Terdapat Dalam Bagian
Pasal 756,"Hak pakai hasil adalah hak kebendaan untuk mengambil hasil dan barang milik orang lain, seakan-akan ia sendiri pemiliknya, dengan kewajiban memelihara barang tersebut sebaik- baiknya.",Hak Pakai Hasil,Sifat Hak Pakai Hasil Dan Cara Memperolehnya
Pasal 757,"Bila hak pakai hasil mencakup juga barang yang dapat dihabiskan, maka pada waktu habisnya hak pakai hasil, cukuplah memakai hasil memberikan kembali kepada pemiliknya barang sejenis yang sama jumlahnya, sifatnya dan harganya, atau membayar harga barang seperti yang telah ditaksir sewaktu hak pakai hasil itu mulai berjalan atau harga yang ditaksir menurut harga pada waktu itu.",Hak Pakai Hasil,Sifat Hak Pakai Hasil Dan Cara Memperolehnya
Pasal 758,"Hak pakai hasil dapat dibenkan kepada seseorang atau beberapa orang tertentu, agar menikmatinya, baik secara bersama-sama maupun secara bergiliran. Dalam hal menikmatinya secara bergiliran, hak pakai hanya dapat dinikmati oleh orang-orang yang hidup pada waktu hak pemakai hasil yang pertama mulai benjalan.",Hak Pakai Hasil,Sifat Hak Pakai Hasil Dan Cara Memperolehnya
Pasal 759,Hak pakai hasil diperoleh karena undang-undang atau karena kehendak pemilik.,Hak Pakai Hasil,Sifat Hak Pakai Hasil Dan Cara Memperolehnya
Pasal 760,Alas hak yang melahirkan hak pakai basil atas barang tak bergerak harus diumumkan dengan cara seperti yang ditentukan dalam Pasal 620.,Hak Pakai Hasil,Sifat Hak Pakai Hasil Dan Cara Memperolehnya
Pasal 761,"Pemakai hasil berhak menikmati segala macam hasil dan barang yang bersangkutan, yang timbul karenanya, tidak dibedakan apakah hasil itu hasil alam, hasil kerajinan, atau hasil perdata.",Hak Pakai Hasil,Hak-Hak Pemakai Hasil
Pasal 762,"Hasil alam dan hasil kerajinan yang pada permulaan berlakunya hak pakai hasil masih melekat pada pohon atau akar, termasuk milik pemakai hasil. Hasil tersebut di atas yang masih dalam keadaan seperti di atas pada waktu hak pakai basil berakhir, adalah hak pemilik tanah, sedangkan pihak yang satu atau pihak yang lain yang tidak diwajibkan membayar ongkos pengolahan dan pembenihan tanah, tetapi tidak boleh mengurangi bagian dan hasil yang merupakan hak pihak ketiga yang ikut serta sebagai pengusaha, baik pada permulaan, maupun pada akhir hak pakai hasil itu.",Hak Pakai Hasil,Hak-Hak Pemakai Hasil
Pasal 763,"Hasil perdata dihitung hari demi hari dan menjadi kepunyaan pemakai hasil selama hak pakai hasil berjalan, pada saat apa pun hasil tersebut dapat dibayar.",Hak Pakai Hasil,Hak-Hak Pemakai Hasil
Pasal 764,"Hak pakai hasil suatu cagak hidup memberiikan juga hak untuk menerima semua bunga yang berjalan kepada pemakai hasil, selama hak itu berjalan.",Hak Pakai Hasil,Hak-Hak Pemakai Hasil
Pasal 765,"Bila hak pakai hasil berkenaan dengan barang yang tidak lepas musnah, tetapi lama-lama menjadi susut karena pemakaian, seperti pakaian, seperai, perabot rumah tangga dan lain-lain sejenis itu  maka pemakai hasil berhak mempergunakan barang-barang sesuai dengan tujuannya, tanpa berkewajiban untuk mengembalikannya pada akhir hak pakai hasil dalam keadaan lain dan keadaan pada waktu itu, sepanjang barang-barang itu tidak menjadi buruk karena itikad buruk atau kesalahan dan pemakai hasil.",Hak Pakai Hasil,Hak-Hak Pemakai Hasil
Pasal 766,"Bila hak pakai hasil meliputi kayu tebangan, pemakai hasil berhak menikmatinya, asal memperhatikan tata tertib waktu dan jumlah penebangan, sesuai dengan kebiasaan yang selalu dilakukan pemilik, tetapi pemakai hasil atau ahli warisnya tidak berhak minta ganti rugi, sehubungan dengan penebangan biasa terhadap pohon-pohon tebang, ranting-ranting dan pohon-pohon yang tinggi batangnya, yang kiranya dilalaikannya selama hak pakai hasil berjalan.",Hak Pakai Hasil,Hak-Hak Pemakai Hasil
Pasal 767,"Pemakai hasil, asal memperhatikan tata tertib waktu dan kebiasaan pemilik tanah yang dulu- dulu, boleh pula menebang pohon-pohon yang biasa ditebang, baik penebangan itu harus",Hak Pakai Hasil,Hak-Hak Pemakai Hasil
Pasal 768,"Dalam semua hal lainnya, pemakai hasil tidak boleh memiliki pohon yang menjulang tinggi.",Hak Pakai Hasil,Hak-Hak Pemakai Hasil
Pasal 769,Pemakai hasil dapat mengambil pancang dan hutan untuk kebun anggur dan bila perlu guna menyangga pohon buah-buahan dan memelihara serta menanami kebun.,Hak Pakai Hasil,Hak-Hak Pemakai Hasil
Pasal 770,"Tanaman yang berasal dan pembibitan yang dapat dicabut, tanpa merusaknya, termasuk juga dalam hak pakai hasil, asal pemakai hasil menggantinya menurut adat setempat dan kebiasaan pemilik.",Hak Pakai Hasil,Hak-Hak Pemakai Hasil
Pasal 771,"Pohon buah yang mati, demikian pula yang karena kebetulan tumbang atau tercabut dan tanah, menjadi milik pemakai hasil, asal digantinya dengan yang lain.",Hak Pakai Hasil,Hak-Hak Pemakai Hasil
Pasal 772,"Pemakai hasil boleh menikmati sendiri hak pakai hasilnya, menyewakan atau menggadaikannya, bahan boleh menjualnya, membenahinya atau menghidangkannya. Akan tetapi, baik dalam menikmatinya sendiri maupun dalam menyewakannya, menggadaikan atau menghibahkannya, ia harus berbuat menurut adat setempat dan kebiasaan para pemilik, tanpa mengubah tujuan barang itu dengan merugikan pemilik.",Hak Pakai Hasil,Hak-Hak Pemakai Hasil
Pasal 773,"Semua sewa atau gadai barang tak bergerak yang ada dalam hak pakai hasil yang dilakukan untuk waktu lebih dan dua tahun, atas permintaan pemilik, dapat dibatalkan, sebelum sewa atau gadai mulai jalan, bila dalam waktu itu hak pihak pemakai hasil berakhir.",Hak Pakai Hasil,Hak-Hak Pemakai Hasil
Pasal 774,"Pemakai hasil berhak menikmati hasil tanah tambahan yang ada dalam haknya karena perdamparan.Ia berhak menikmati hak pengabdian tanah, seolah-olah ia sendiri pemiliknya dan pada umumnya ia berhak menikmati semua hak-hak lainnya yang sedianya dapat dinikmati oleh pemiliknya. Demikian pula ia berhak berburu dan menangkap ikan.",Hak Pakai Hasil,Hak-Hak Pemakai Hasil
Pasal 775,"Dengan cara yang sama dengan pemilik, ia berhak menikmati segala hasil penggalian batu dan bara tanah yang sejak permulaan hak pakai hasil telah diusahakan.",Hak Pakai Hasil,Hak-Hak Pemakai Hasil
Pasal 776,"Pemakai hasil tidak berhak menggali batu dan bara tanah yang belum dimulai penggaliannya, dengan sebutan apa pun juga, dengan demikian tidak boleh ia menggali bahan galian lainnya bila penggalian belum dimulai, kecuali jika diperjanjikan sebaliknya.",Hak Pakai Hasil,Hak-Hak Pemakai Hasil
Pasal 776a,"Dalam hal hak pakai hasil mengenai suatu konsesi tambang, pemakai hasil berhak memperoleh nikmat yang sama seperti yang dinikmati pemegang konsesi.",Hak Pakai Hasil,Hak-Hak Pemakai Hasil
Pasal 777,"Selama haknya berjalan, pemakai hasil tidak berhak atas harta yang ditemukan orang lain dalam tanah yang ada dalam haknya.",Hak Pakai Hasil,Hak-Hak Pemakai Hasil
Pasal 778,Pemilik tanah wajib membiarkan pemakai hasil menikmati hak pakai hasil tanpa rintangan apa pun.,Hak Pakai Hasil,Hak-Hak Pemakai Hasil
Pasal 779,"Pemakai hasil, pada akhir hak pakai hasilnya, tidak berhak menuntut ganti rugi karena perbaikan yang katanya telah dilakukan, sekalipun perbaikan itu menambah harga barang tersebut.",Hak Pakai Hasil,Hak-Hak Pemakai Hasil
Pasal 780,"Cermin, pigura dan alat perhiasan lainnya yang dibawa oleh pemakai hasil, boleh diambil kembali oleh atau oleh ahli warisnya, asal tempat-tempat tersebut dipulihkan ke keadaan seperti semula.",Hak Pakai Hasil,Hak-Hak Pemakai Hasil
Pasal 781,"Pemakaian hasil boleh melakukan segala tuntutan kebendaan, yang menurut undang-undang boleh dilakukan pemiliknya.",Hak Pakai Hasil,Hak-Hak Pemakai Hasil
Pasal 782,"Pemakai hasil harus menerima barang yang bersangkutan dalam keadaan yang sama seperti pada waktu haknya mulai berlaku.Pada waktu hak pakai hasil berakhir, pemakai hasil wajib mengembalikan barang itu dalam keadaan pada waktu itu, tanpa mengurangi ketentuan-ketentuan dalam Pasal 779 dan 780, dan kewajiban memberi ganti rugi karena kerusakan yang terjadi.",Hak Pakai Hasil,Kewajiban Pemakai Hasil
Pasal 783,"Atas biaya pemakai hasil sendiri dan di hadapan pemilik atau setidak-tidaknya setelah pemilik ini dipanggil dengan sah, pemakai hasil harus membuat catatan tentang barang bergerak dan daftar barang tidak bergerak yang termasuk hak pakai hasil.",Hak Pakai Hasil,Kewajiban Pemakai Hasil
Pasal 784,"Pemakai hasil harus menunjuk penanggung atau barang jaminan yang disahkan oleh Hakim, guna menjamin bahwa barang yang ada padanya akan digunakan olehnya sebagai seorang bapak rumah tangga yang baik, tidak akan disia-siakan atau diabadikan, dan juga akan dikembalikan atau dibayar harganya bila hak itu mengenai barang termasuk dalam Pasal 757.",Hak Pakai Hasil,Kewajiban Pemakai Hasil
Pasal 785,"Pada waktu mengadakan perjanjian tentang hak pakai hasil, pemakai hasil boleh dibebaskan dan kewajiban memberi jaminan.",Hak Pakai Hasil,Kewajiban Pemakai Hasil
Pasal 786,"Selama pemakai hasil tidak memberikan jaminan, pemilik berhak mengurus sendiri barang yang termasuk hak pakai hasil, asal saja dan pihaknya diadakan jaminan. Dalam hal tidak diadakan jaminan ini, barang-barang tidak bergerak harus disewakan, digadaikan atau ditempatkan di bawah pengurusan pihak ketiga  uang yang termasuk dalam hak pakai hasil harus dibungakan, bahan makanan dan bahan lain yang tidak dapat dipakai tanpa dihabiskan harus dijual, dan uang pendapatannya harus juga dibungakan.",Hak Pakai Hasil,Kewajiban Pemakai Hasil
Pasal 787,"Jika hak pakai hasil seluruhnya atau sebagian terdiri dan barang-barang bergerak, yang karena pemakaian berkurang, maka pemakai hasil tidak kehilangan hak menikmati barang-barang tersebut, sekalipun tidak diadakan jaminan, asal ia menyatakan di bawah sumpah bahwa jaminan tidak dapat diperolehnya, dan berjanji akan mengembalikan barang-barang tersebut bila haknya berakhir. Meskipun demikian, pemilik boleh menuntut agar kepada pemakai hasil hanya diserahkan barang-barang yang perlu dipakainya, sedangkan barang-barang selebihnya harus dijual dan uang pendapatannya dibungakan sama dengan yang dikatakan dalam pasal yang lalu.",Hak Pakai Hasil,Kewajiban Pemakai Hasil
Pasal 788,Keterlambatan dalam memberikan jaminan tidak mengakibatkan pemakai hasil kehilangan hasil yang boleh dinikmatinya dan hasil lain yang harus diserahkan kepadanya sejak haknya mulai berjalan.,Hak Pakai Hasil,Kewajiban Pemakai Hasil
Pasal 789,"Mereka yang diangkat untuk mengurus barang yang termasuk hak pakai hasil, sebelum menunaikan tugasnya, wajib menunjuk penanggung atau barang jaminan yang harus disahkan oleh Hakim.",Hak Pakai Hasil,Kewajiban Pemakai Hasil
Pasal 790,"Semua pengurus wajib tiap tahun memberikan perhitungan dan pertanggungjawaban, demikian pula penutup perhitungan, kepada pemakai hasil. Pada akhir pengurus, mereka harus memberikan perhitungan dan pertanggungjawaban, baik kepada pemilik maupun kepada pemakai hasil. Pemilik yang sehubungan dengan alinea kesatu Pasal 786 mengurus barang, wajib dengan cara yang sama memberikan perhitungan dan pertanggungjawaban kepada pemakai hasil.",Hak Pakai Hasil,Kewajiban Pemakai Hasil
Pasal 791,"Setiap pengurus dapat dipecat dan tugasnya karena alasan yang sama seperti terhadap wali, demikian pula karena kelalaian dalam menunaikan kewajiban tersebut dalam alinea pertama pasal yang lalu.",Hak Pakai Hasil,Kewajiban Pemakai Hasil
Pasal 792,"Bila tugas pengurusan berhenti karena alasan apa pun juga, pemakai hasil memperoleh kembali semua haknya.",Hak Pakai Hasil,Kewajiban Pemakai Hasil
Pasal 793,Pemakai hasil hanya wajib menyelenggarakan perbaikan untuk pemeliharaan.,Hak Pakai Hasil,Kewajiban Pemakai Hasil
